variant,revenue_month,signal_date,delay_trading_days,exec_date,exit_date,holding_days,market,stock_id,stock_name,industry,sur_3m,pre_ret_20d,avg_turnover_20d,margin_balance_pct_chg_5d,margin_deleveraging_intensity,no_new_10d_low,abnormal_turnover,entry_open,entry_close,exit_close,possible_limit_up_nonfill,gross_return,net_return
frr1_basic_deleveraging,2024-11,2024-12-11,1,2024-12-12,2025-01-03,15,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,872.0,863.0,894.0,False,0.025229357798165042,0.015229357798165042
frr1_basic_deleveraging,2024-11,2024-12-11,1,2024-12-12,2025-01-10,20,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,872.0,863.0,948.0,False,0.08715596330275233,0.07715596330275233
frr1_basic_deleveraging,2024-11,2024-12-11,2,2024-12-13,2024-12-27,10,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,863.0,861.0,925.0,False,0.07184241019698723,0.061842410196987226
frr1_basic_deleveraging,2024-11,2024-12-11,2,2024-12-13,2025-01-06,15,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,863.0,861.0,901.0,False,0.044032444959443806,0.034032444959443804
frr1_basic_deleveraging,2024-11,2024-12-11,2,2024-12-13,2025-01-13,20,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,863.0,861.0,889.0,False,0.030127462340671984,0.020127462340671982
frr1_basic_deleveraging,2024-11,2024-12-11,3,2024-12-16,2024-12-30,10,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,875.0,848.0,921.0,False,0.05257142857142849,0.04257142857142849
frr1_basic_deleveraging,2024-11,2024-12-11,3,2024-12-16,2025-01-07,15,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,875.0,848.0,985.0,False,0.12571428571428567,0.11571428571428567
frr1_basic_deleveraging,2024-11,2024-12-11,3,2024-12-16,2025-01-14,20,otc,6223,旺矽,半導體業,1.3249867934005057,0.06019656019656017,2558888300.0,0.0,0.13157894736842105,True,1.1521540159019728,875.0,848.0,927.0,False,0.059428571428571386,0.049428571428571384
frr1_basic_deleveraging,2024-12,2025-01-13,1,2025-01-14,2025-02-06,10,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,122.0,121.5,123.5,False,0.012295081967213184,0.0022950819672131837
frr1_basic_deleveraging,2024-12,2025-01-13,1,2025-01-14,2025-02-13,15,otc,6143,振曜,通信網路業,2.1286196164894897,0.10091743119266061,131074300.0,0.0,0.07539817011182649,True,0.38714260281578156,122.0,121.5,121.0,False,-0.008196721311475419,-0.01819672131147542
